SceneID,UniformMassA,UniformMassB,UniformOffset,MassFactorA,MassFactorB,ActualOffset_s
38,0.297543969077686,0.518399714306857,0.695954023976088,0.979754396907769,1.00183997143069,35.9797701198804
39,0.157584548364598,0.409271354046108,0.935914217435795,0.96575845483646,0.990927135404611,37.179571087179
40,0.443706901013569,0.262629090397875,0.97230197196441,0.994370690101357,0.976262909039788,37.361509859822
41,0.925497557210342,0.165404105758086,0.83947036921308,1.04254975572103,0.966540410575809,36.6973518460654
42,0.808591746816513,0.596188131154922,0.752677422740653,1.03085917468165,1.00961881311549,36.2633871137033
43,0.906801995293031,0.791223757507309,0.872866329340219,1.0406801995293,1.02912237575073,36.8643316467011
44,0.885375835228981,0.89611159697827,0.545858276654891,1.0385375835229,1.03961115969783,35.2292913832745
45,0.527069389530477,0.552316809246805,0.149504202569594,1.00270693895305,1.00523168092468,33.247521012848
46,0.376991460809051,0.598272520466737,0.673600814029972,0.987699146080905,1.00982725204667,35.8680040701499
47,0.0657612929334181,0.710067435227993,0.272698079723932,0.956576129293342,1.0210067435228,33.8634903986197
48,0.102289128603771,0.373904768576163,0.924219240664697,0.960228912860377,0.987390476857616,37.1210962033235
49,0.290063645145854,0.781970913356538,0.462980527567155,0.979006364514585,1.02819709133565,34.8149026378358
50,0.490017669203729,0.0543855339360874,0.073567018616988,0.999001766920373,0.955438553393609,32.8678350930849
51,0.217951684599909,0.212658431623914,0.368132448913342,0.971795168459991,0.971265843162391,34.3406622445667
52,0.355131917684797,0.674258352541692,0.0429793636524186,0.98551319176848,1.01742583525417,32.7148968182621
53,0.973681826421674,0.574988675463224,0.739860695796276,1.04736818264217,1.00749886754632,36.1993034789814
54,0.774693146498888,0.726836492951725,0.616488296438324,1.02746931464989,1.02268364929517,35.5824414821916
55,0.0451369026592029,0.447203999408228,0.255514570318919,0.95451369026592,0.994720399940823,33.7775728515946
56,0.956447979135688,0.277999181774302,0.886546478832374,1.04564479791357,0.97779991817743,36.9327323941619
57,0.228646850513263,0.0658389446371134,0.589824305714477,0.972864685051326,0.956583894463711,35.4491215285724
58,0.444066047791614,0.0263721820793471,0.384861295845155,0.994406604779161,0.952637218207935,34.4243064792258
59,0.350937948363154,0.750247149928963,0.823884613895346,0.985093794836315,1.0250247149929,36.6194230694767
60,0.444564713055104,0.634336740360794,0.59170736760431,0.99445647130551,1.01343367403608,35.4585368380216
61,0.144350724793722,0.0108434366982662,0.638060235674208,0.964435072479372,0.951084343669827,35.690301178371
62,0.897530901647515,0.477691657589445,0.363107617587931,1.03975309016475,0.997769165758944,34.3155380879397
63,0.952628870119019,0.526545598590537,0.880120244095972,1.0452628870119,1.00265455985905,36.9006012204799
64,0.571354572073659,0.507302139529444,0.734911395567533,1.00713545720737,1.00073021395294,36.1745569778377
65,0.110395308667686,0.638968907587633,0.90414243087826,0.961039530866769,1.01389689075876,37.0207121543913
66,0.00525526230996987,0.382016951430508,0.65675395932783,0.950525526230997,0.988201695143051,35.7837697966391
67,0.183279690779435,0.212620370361802,0.519004600780503,0.968327969077943,0.97126203703618,35.0950230039025
68,0.280416744429631,0.506312273592758,0.972936591538703,0.978041674442963,1.00063122735928,37.3646829576935
69,0.878559981944957,0.924556429182183,0.156046946557193,1.0378559981945,1.04245564291822,33.280234732786
70,0.526708800669818,0.114956395717475,0.780452433943001,1.00267088006698,0.961495639571747,36.402262169715
71,0.106801321092652,0.126888632531906,0.167851091983853,0.960680132109265,0.962688863253191,33.3392554599193
72,0.285823097006801,0.590372872555398,0.59756743905106,0.97858230970068,1.00903728725554,35.4878371952553
73,0.087519312328734,0.639571986173828,0.730215112107564,0.958751931232873,1.01395719861738,36.1510755605378
74,0.414984923550283,0.645310999109444,0.402842199586763,0.991498492355028,1.01453109991094,34.5142109979338
75,0.633366731295556,0.268014118801978,0.147227279430624,1.01333667312956,0.976801411880198,33.2361363971531
76,0.578676817745744,0.191014653416444,0.221263209756782,1.00786768177457,0.969101465341644,33.6063160487839
77,0.317918258665211,0.455248336304582,0.855256827216851,0.981791825866521,0.995524833630458,36.7762841360843
78,0.970019829812456,0.322408657838688,0.812817765758022,1.04700198298125,0.982240865783869,36.5640888287901
79,0.845728897878452,0.939705155078008,0.500604326304382,1.03457288978785,1.0439705155078,35.0030216315219
80,0.652596797575154,0.486790042177069,0.839026880847718,1.01525967975752,0.998679004217707,36.6951344042386
81,0.135433905658333,0.484638757592196,0.1534352778984,0.963543390565833,0.998463875759219,33.267176389492
82,0.37208854333111,0.290080702137307,0.685398364170779,0.987208854333111,0.979008070213731,35.9269918208539
83,0.513039715053752,0.208605428126408,0.356207213697345,1.00130397150538,0.970860542812641,34.2810360684867
84,0.484655679441117,0.22342943711988,0.925897255618198,0.998465567944112,0.972342943711988,37.129486278091
85,0.53238547395712,0.125012323722919,0.637306351699498,1.00323854739571,0.962501232372292,35.6865317584975
86,0.614642206060193,0.886643588446301,0.656664773108639,1.01146422060602,1.03866435884463,35.7833238655432
87,0.268978757785157,0.258914372001789,0.252556591416827,0.976897875778516,0.975891437200179,33.7627829570841
88,0.876662541362158,0.48796456550934,0.995236473504896,1.03766625413622,0.998796456550934,37.4761823675245
89,0.837452644178753,0.255108224628694,0.516464188441921,1.03374526441788,0.975510822462869,35.0823209422096
90,0.229055377721427,0.76519894339242,0.126938881804316,0.972905537772143,1.02651989433924,33.1346944090216
91,0.3746758769478,0.838799429854256,0.342935772358683,0.98746758769478,1.03387994298543,34.2146788617934
92,0.995903137948709,0.095775753799711,0.651022621715308,1.04959031379487,0.959577575379971,35.7551131085765
93,0.19367202623717,0.47489287864085,0.119155233982182,0.969367202623717,0.997489287864085,33.0957761699109
94,0.247940849263472,0.138613988956485,0.793639318000858,0.974794084926347,0.963861398895648,36.4681965900043
95,0.345436450893011,0.700002060908356,0.79203910086278,0.984543645089301,1.02000020609084,36.4601955043139
96,0.512421041859701,0.78397910340937,0.55220154582538,1.00124210418597,1.02839791034094,35.2610077291269
97,0.268306025198127,0.207814467132443,0.350078348747007,0.976830602519813,0.970781446713244,34.250391743735
98,0.0261623881888142,0.834269407500127,0.135136855464746,0.952616238818881,1.03342694075001,33.1756842773237
99,0.983666050754127,0.214665725739862,0.942180164548897,1.04836660507541,0.971466572573986,37.2109008227445
100,0.107653503515194,0.182624306166142,0.0415326704926514,0.960765350351519,0.968262430616614,32.7076633524633
