t_start_s,duration_s,p_load_W,rail_t_start_s,rail_net_W
2.8784448109904193,0.034267200130838324,220.70132991307528,42,2207013.2991307527
2.9127120111212577,0.034267200130838324,232.25599224754723,42.5,2322559.9224754721
2.9469792112520961,0.034267200130838324,243.8237572753072,43,2438237.5727530718
2.981246411382934,0.034267200130838324,255.4051003109515,43.5,2554051.0031095147
3.0155136115137724,0.00034773508167239563,261.25965992233762,44,2612596.5992233763
3.0158613465954449,0.033919465049165931,-67.277777689907666,44.00507387648166,-672777.77689907665
3.0497808116446108,0.034267200130838324,-55.726706522211437,44.5,-557267.06522211432
3.0840480117754492,0.034267200130838324,-43.865183961041275,45,-438651.83961041272
3.1183152119062876,0.034267200130838324,-26.135719761697949,45.5,-261357.19761697948
3.152582412037126,0.027071088103353725,-7.9841362466131907,46,-79841.362466131905
3.1796535001404793,0.007196112027484599,2.1678438620740241,46.394999999999875,21678.438620740242
3.1868496121679639,0.034267200130838324,14.465598209652306,46.5,144655.98209652305
3.2211168122988023,0.034267200130838324,31.79737769919187,47,317973.77699191868
3.2553840124296407,0.034267200130838324,40.939992167718714,47.5,409399.92167718709
3.2896512125604791,0.034267200130838324,49.636376286801699,48,496363.76286801696
3.3239184126913175,0.034267200130838324,58.34910978743136,48.5,583491.09787431359
3.3581856128221559,0.034267200130838324,67.077807664859293,49,670778.07664859295
3.3924528129529943,0.034267200130838324,75.822084914359451,49.5,758220.8491435945
3.4267200130838322,0.034267200130838324,84.581556531092531,50,845815.56531092525
3.4609872132146706,0.034267200130838324,93.35583751041294,50.5,933558.37510412931
3.495254413345509,0.034267200130838324,102.14454284751118,51,1021445.4284751117
3.5295216134763474,0.034267200130838324,110.94728753757775,51.5,1109472.8753757775
3.5637888136071858,0.034267200130838324,119.76368657594324,52,1197636.8657594323
3.5980560137380242,0.034267200130838324,128.59335495783091,52.5,1285933.5495783091
3.6323232138688621,0.034267200130838324,137.43590767854155,53,1374359.0767854154
3.6665904139997005,0.034267200130838324,146.29095973320008,53.5,1462909.5973320007
3.7008576141305389,0.034267200130838324,155.15812611716689,54,1551581.2611716688
3.7351248142613773,0.034267200130838324,164.03702182561159,54.5,1640370.2182561159
3.7693920143922157,0.034267200130838324,172.92726185382307,55,1729272.6185382307
3.8036592145230541,0.034267200130838324,181.82846119699181,55.5,1818284.611969918
3.8379264146538921,0.034267200130838324,190.74023485037387,56,1907402.3485037386
3.8721936147847305,0.019532304074709093,196.96305891573883,56.5,1969630.5891573883
3.8917259188594397,0.014734896056129232,-63.456431720614113,56.785000000001915,-634564.31720614107
3.9064608149155688,0.034267200130838324,-57.068906744655969,57,-570689.06744655967
3.9407280150464072,0.034267200130838324,-48.1277201890409,57.5,-481277.20189040899
3.9749952151772456,0.034267200130838324,-39.177499342256787,58,-391774.99342256784
4.0092624153080836,0.034267200130838324,-30.218629208967091,58.5,-302186.2920896709
4.0435296154389224,0.034267200130838324,-21.251494794008138,59,-212514.94794008136
4.0777968155697604,0.034267200130838324,-12.276481102049351,59.5,-122764.81102049351
4.1120640157005992,0.029646191192515207,-3.8999351526320463,60,-38999.351526320461
4.141710206893114,0.0046210089383231148,0.59359037541403303,60.432573876466719,5935.9037541403295
4.1463312158314372,0.034267200130838324,5.6956440936326986,60.5,56956.440936326981
4.1805984159622751,0.034267200130838324,14.691985587882996,61,146919.85587882996
4.2148656160931139,0.034267200130838324,23.694666340056063,61.5,236946.66340056062
4.2491328162239519,0.034267200130838324,51.261594161391258,62,512615.94161391258
4.2834000163547907,0.034267200130838324,54.337128186103705,62.5,543371.28186103702
4.3176672164856287,0.034267200130838324,54.337128186124566,63,543371.28186124563
4.3519344166164675,0.034267200130838324,54.337128186106682,63.5,543371.28186106682
4.3862016167473055,0.034267200130838324,54.337128186139466,64,543371.28186139464
4.4204688168781434,0.034267200130838324,54.337128186130528,64.5,543371.28186130524
4.4547360170089823,0.034267200130838324,54.337128186121589,65,543371.28186121583
4.4890032171398202,0.034267200130838324,54.33712818608582,65.5,543371.2818608582
4.523270417270659,0.034267200130838324,54.337128186109666,66,543371.28186109662
4.557537617401497,0.034267200130838324,54.337128186109666,66.5,543371.28186109662
4.5918048175323358,0.034267200130838324,54.337128186273574,67,543371.28186273575
4.6260720176631738,0.034267200130838324,54.337128186276558,67.5,543371.28186276555
4.6603392177940117,0.034267200130838324,54.337128186276558,68,543371.28186276555
4.6946064179248506,0.034267200130838324,54.337128186273574,68.5,543371.28186273575
4.7288736180556885,0.034267200130838324,54.337128186276558,69,543371.28186276555
4.7631408181865273,0.034267200130838324,54.337128186273574,69.5,543371.28186273575
4.7974080183173653,0.034267200130838324,54.337128186276558,70,543371.28186276555
4.8316752184482032,0.034267200130838324,54.337128186276558,70.5,543371.28186276555
4.8659424185790421,0.034267200130838324,54.337128186273574,71,543371.28186273575
4.90020961870988,0.034267200130838324,54.337128186276558,71.5,543371.28186276555
4.9344768188407189,0.034267200130838324,54.337128186273574,72,543371.28186273575
4.9687440189715568,0.034267200130838324,54.337128186276558,72.5,543371.28186276555
5.0030112191023957,0.034267200130838324,54.337128186273574,73,543371.28186273575
5.0372784192332336,0.034267200130838324,54.337128186276558,73.5,543371.28186276555
5.0715456193640716,0.034267200130838324,54.337128186276558,74,543371.28186276555
5.1058128194949104,0.034267200130838324,54.337128186273574,74.5,543371.28186273575
5.1400800196257483,0.034267200130838324,54.337128186276558,75,543371.28186276555
5.1743472197565872,0.034267200130838324,54.337128186273574,75.5,543371.28186273575
5.2086144198874251,0.034267200130838324,54.337128186276558,76,543371.28186276555
5.242881620018264,0.034267200130838324,54.337128186276558,76.5,543371.28186276555
5.2771488201491019,0.034267200130838324,54.337128186273574,77,543371.28186273575
5.3114160202799399,0.034267200130838324,54.337128186276558,77.5,543371.28186276555
5.3456832204107787,0.034267200130838324,54.337128186273574,78,543371.28186273575
5.3799504205416167,0.034267200130838324,54.337128186276558,78.5,543371.28186276555
5.4142176206724555,0.00034773508167239563,54.337128186273368,79,543371.28186273365
5.414565355754128,0.033919465049165931,-280.00000000025432,79.00507387648166,-2800000.000002543
5.4484848208032934,0.034267200130838324,-280.00000000025631,79.5,-2800000.000002563
5.4827520209341323,0.034267200130838324,-279.76340638533236,80,-2797634.0638533235
5.5170192210649702,0.034267200130838324,-273.67435039800409,80.5,-2736743.5039800406
5.5512864211958082,0.034267200130838324,-264.98901008889976,81,-2649890.1008889973
5.585553621326647,0.034267200130838324,-249.54081526912751,81.5,-2495408.1526912749
5.619820821457485,0.034267200130838324,-229.45652280604543,82,-2294565.2280604541
5.6540880215883238,0.034267200130838324,-209.34861467222572,82.5,-2093486.1467222571
5.6883552217191617,0.034267200130838324,-189.2170005582571,83,-1892170.005582571
5.7226224218499997,0.034267200130838324,-169.06159015417398,83.5,-1690615.9015417397
5.7568896219808385,0.034267200130838324,-148.88229315024614,84,-1488822.9315024614
5.7911568221116765,0.034267200130838324,-128.67901923668086,84.5,-1286790.1923668087
5.8254240222425153,0.034267200130838324,-108.45167810376586,85,-1084516.7810376585
5.8596912223733533,0.034267200130838324,-88.200179441660651,85.5,-882001.79441660643
5.8939584225041921,0.034267200130838324,-67.924432940736423,86,-679244.32940736413
5.9282256226350301,0.034267200130838324,-47.624348291113975,86.5,-476243.48291113973
5.962492822765868,0.034267200130838324,-27.299835183152556,87,-272998.35183152556
5.9967600228967068,0.028789511189712517,-8.5784285318970266,87.5,-85784.285318970258
6.0255495340864194,0.0054776889411258063,1.6036318079011038,87.920073876473552,16036.318079011038
6.0310272230275448,0.034267200130838324,13.422837647107244,88,134228.37647107244
6.0652944231583836,0.034267200130838324,33.821177988871931,88.5,338211.77988871932
6.0995616232892216,0.034267200130838324,54.244308028075103,89,542443.08028075099
6.1338288234200604,0.034267200130838324,74.692318074396255,89.5,746923.18074396253
6.1680960235508984,0.034267200130838324,95.165298437705644,90,951652.98437705636
6.2023632236817363,0.034267200130838324,115.66333942769468,90.5,1156633.3942769468
6.2366304238125752,0.034267200130838324,136.18653135417404,91,1361865.3135417402
6.2708976239434131,0.034267200130838324,156.73496452689469,91.5,1567349.6452689469
6.3051648240742519,0.034267200130838324,177.30872925558984,92,1773087.2925558984
6.3394320242050899,0.034267200130838324,197.90791585007608,92.5,1979079.1585007608
6.3736992243359278,0.034267200130838324,218.53261461998821,93,2185326.146199882
6.4079664244667667,0.034267200130838324,235.25386421615184,93.5,2352538.6421615183
6.4422336245976046,0.034267200130838324,244.41137701982262,94,2444113.770198226
6.4765008247284435,0.034267200130838324,253.38639071172477,94.5,2533863.9071172476
6.5107680248592814,0.034267200130838324,262.36889867587388,95,2623688.9867587388
6.5450352249901202,0.034267200130838324,271.35851590741277,95.5,2713585.1590741277
6.5793024251209582,0.034267200130838324,280.35485740162733,96,2803548.574016273
6.6135696252517961,0.034267200130838324,289.35753815380338,96.5,2893575.3815380335
6.647836825382635,0.034267200130838324,316.9244659753889,97,3169244.6597538888
6.6821040255134729,0.034267200130838324,320.00000000009538,97.5,3200000.0000009537
6.7163712256443118,0.034267200130838324,319.99999999974671,98,3199999.9999974668
6.7506384257751497,0.034267200130838324,319.99999999974369,98.5,3199999.999997437
6.7849056259059886,0.034267200130838324,319.99999999973477,99,3199999.9999973476
6.8191728260368265,0.034267200130838324,319.99999999974369,99.5,3199999.999997437
6.8534400261676645,0.034267200130838324,319.99999999974671,100,3199999.9999974668
6.8877072262985033,0.034267200130838324,319.99999999977354,100.5,3199999.999997735
6.9219744264293412,0.034267200130838324,319.9999999997288,101,3199999.999997288
6.9562416265601801,0.034267200130838324,319.99999999974074,101.5,3199999.9999974072
6.990508826691018,0.034267200130838324,319.99999999971988,102,3199999.9999971986
7.024776026821856,0.034267200130838324,319.9999999997288,102.5,3199999.999997288
7.0590432269526948,0.034267200130838324,319.99999999973778,103,3199999.9999973774
7.0933104270835328,0.034267200130838324,319.99999999975267,103.5,3199999.9999975264
7.1275776272143716,0.034267200130838324,319.99999999974966,104,3199999.9999974966
7.1618448273452096,0.034267200130838324,319.99999999971692,104.5,3199999.9999971688
7.1961120274760484,0.034267200130838324,319.99999999973477,105,3199999.9999973476
7.2303792276068863,0.034267200130838324,319.99999999970498,105.5,3199999.9999970496
7.2646464277377243,0.034267200130838324,319.99999999969901,106,3199999.99999699
7.2989136278685631,0.034267200130838324,319.99999999971391,106.5,3199999.999997139
7.3331808279994011,0.034267200130838324,319.99999999971391,107,3199999.999997139
7.3674480281302399,0.034267200130838324,319.99999999965729,107.5,3199999.9999965727
7.4017152282610779,0.034267200130838324,156.82744996718168,108,1568274.4996718168
7.4359824283919167,0.034267200130838324,58.723375688844925,108.5,587233.75688844919
7.4702496285227546,0.034267200130838324,58.723375688844925,109,587233.75688844919
7.5045168286535926,0.034267200130838324,58.723375688844925,109.5,587233.75688844919
7.5387840287844314,0.034267200130838324,58.723375688844925,110,587233.75688844919
7.5730512289152694,0.034267200130838324,58.723375688844925,110.5,587233.75688844919
7.6073184290461082,0.034267200130838324,58.723375688841941,111,587233.75688841939
7.6415856291769462,0.034267200130838324,58.723375688844925,111.5,587233.75688844919
7.6758528293077841,0.034267200130838324,58.723375688844925,112,587233.75688844919
7.710120029438623,0.034267200130838324,58.723375688844925,112.5,587233.75688844919
7.7443872295694609,0.034267200130838324,58.723375688844925,113,587233.75688844919
7.7786544297002997,0.034267200130838324,58.723375688844925,113.5,587233.75688844919
7.8129216298311377,0.034267200130838324,58.723375688844925,114,587233.75688844919
7.8471888299619765,0.034267200130838324,58.723375688844925,114.5,587233.75688844919
7.8814560300928145,0.034267200130838324,58.723375688844925,115,587233.75688844919
7.9157232302236524,0.034267200130838324,58.723375688844925,115.5,587233.75688844919
7.9499904303544913,0.034267200130838324,58.781579452645779,116,587815.79452645779
7.9842576304853292,0.034267200130838324,65.584748326596625,116.5,655847.48326596618
8.0185248306161672,0.034267200130838324,77.006510447937259,117,770065.1044793725
8.0527920307470069,0.034267200130838324,88.434768848830473,117.5,884347.68848830462
8.0870592308778448,0.034267200130838324,99.869998843732475,118,998699.98843732476
8.1213264310086828,0.034267200130838324,111.31267574715615,118.5,1113126.7574715614
8.1555936311395207,0.034267200130838324,122.76327487368883,119,1227632.7487368882
8.1898608312703587,0.034267200130838324,134.22227153773903,119.5,1342222.7153773904
8.2241280314011984,0.034267200130838324,145.69014105389417,120,1456901.4105389416
8.2583952315320364,0.034267200130838324,157.16735873665513,120.5,1571673.5873665512
8.2926624316628743,0.034267200130838324,168.65439990051092,121,1686543.9990051091
8.3269296317937123,0.034267200130838324,180.15173985996546,121.5,1801517.3985996544
8.3611968319245502,0.034267200130838324,191.65985392956733,122,1916598.5392956734
8.3954640320553899,0.034267200130838324,203.17921742379667,122.5,2031792.1742379665
8.4297312321862279,0.034267200130838324,214.71030565721395,123,2147103.0565721393
8.4639984323170658,0.034267200130838324,226.25359394426346,123.5,2262535.9394426346
8.4982656324479038,0.034267200130838324,237.80955759950282,124,2378095.575995028
8.5325328325787435,0.034267200130838324,249.37867193738222,124.5,2493786.7193738222
8.5668000327095815,0.034267200130838324,260.96141227250695,125,2609614.1227250695
8.6010672328404194,0.034267200130838324,272.55825391929153,125.5,2725582.539192915
8.6353344329712574,0.034267200130838324,284.16967219238876,126,2841696.7219238877
8.6696016331020953,0.034267200130838324,295.79614240621925,126.5,2957961.4240621924
8.703868833232935,0.0085463434410577195,303.06639600700811,127,3030663.9600700811
8.7124151766739928,0.025720856689780604,-29.83262383465275,127.12470151352352,-298326.23834652751
8.738136033363773,0.034267200130838324,-19.627235774767399,127.5,-196272.35774767399
8.7724032334946109,0.034267200130838324,-7.9527578515887267,128,-79527.57851588726
8.8066704336254489,0.034267200130838324,-0.19037838874459267,128.5,-1903.7838874459267
8.8409376337562868,0.034267200130838324,0,129,0
8.8752048338871266,0.034267200130838324,0,129.5,0
8.9094720340179645,0.034267200130838324,0,130,0
8.9437392341488025,0.034267200130838324,0,130.5,0
8.9780064342796404,0.019169175481358613,0,131,0
8.9971756097609994,0.015098024649479713,1.8882434198085074,131.27970151351974,18882.434198085073
9.0122736344104784,0.034267200130838324,8.0943670667171475,131.5,80943.670667171478
9.0465408345413181,0.034267200130838324,16.725205717414617,132,167252.05717414618
9.080808034672156,0.034267200130838324,25.373854769921305,132.5,253738.54769921303
9.115075234802994,0.034267200130838324,34.039929219412805,133,340399.29219412804
9.1493424349338319,0.034267200130838324,42.723044061338904,133.5,427230.44061338902
9.1836096350646717,0.034267200130838324,51.422814290606979,134,514228.14290606976
9.2178768351955096,0.034267200130838324,60.138854902642969,134.5,601388.54902642965
9.2521440353263475,0.034267200130838324,68.870780892652277,135,688707.80892652273
9.2864112354571855,0.034267200130838324,77.618207256031042,135.5,776182.07256031036
9.3206784355880234,0.034267200130838324,86.380748987793922,136,863807.48987793922
9.3549456357188632,0.034267200130838324,95.15802108325363,136.5,951580.21083253622
9.3892128358497011,0.034267200130838324,103.94963853771687,137,1039496.3853771687
9.4234800359805391,0.034267200130838324,112.75521634640694,137.5,1127552.1634640694
9.457747236111377,0.034267200130838324,121.57436950464846,138,1215743.6950464845
9.492014436242215,0.034267200130838324,130.40671300756335,138.5,1304067.1300756335
9.5262816363730547,0.034267200130838324,139.25186185041071,139,1392518.618504107
9.5605488365038926,0.034267200130838324,148.1094310283959,139.5,1481094.3102839589
9.5948160366347306,0.034267200130838324,156.97903553690912,140,1569790.355369091
9.6290832367655685,0.034267200130838324,165.86029037116171,140.5,1658602.903711617
9.6633504368964065,0.034267200130838324,174.75281052619815,141,1747528.1052619815
9.6976176370272462,0.034267200130838324,183.65621099758746,141.5,1836562.1099758744
9.7318848371580842,0.034267200130838324,192.57010678026677,142,1925701.0678026676
9.7661520372889221,0.034267200130838324,201.49411286965014,142.5,2014941.1286965013
9.8004192374197601,0.012988524459221436,205.20087073858673,143,2052008.7073858671
9.8134077618789828,0.021278675671616887,-49.154840282938707,143.18951832086702,-491548.40282938705
9.8346864375505998,0.034267200130838324,-41.905708361244201,143.5,-419057.08361244202
9.8689536376814377,0.034267200130838324,-32.953681380265955,144,-329536.81380265951
9.9032208378122757,0.034267200130838324,-23.993084111738206,144.5,-239930.84111738205
9.9374880379431136,0.034267200130838324,-15.024301560229064,145,-150243.01560229063
9.9717552380739516,0.034267200130838324,-6.0477187306821349,145.5,-60477.187306821346
10.006022438204791,0.0059763034300628799,-0.77353362476472942,146,-7735.3362476472939
10.011998741634853,0.028290896700775444,3.7199578952505439,146.08720151350627,37199.578952505435
10.040289638335629,0.034267200130838324,11.927307743942738,146.5,119273.07743942738
10.074556838466467,0.034267200130838324,20.924981379449367,147,209249.81379449368
10.108824038597305,0.034267200130838324,32.041103205585479,147.5,320411.0320558548
10.143091238728143,0.034267200130838324,58.723375688844925,148,587233.75688844919
10.177358438858983,0.034267200130838324,58.723375688844925,148.5,587233.75688844919
10.211625638989821,0.034267200130838324,58.723375688838964,149,587233.75688838959
10.245892839120659,0.034267200130838324,58.723375688844925,149.5,587233.75688844919
10.280160039251497,0.034267200130838324,58.723375688844925,150,587233.75688844919
10.314427239382335,0.034267200130838324,58.723375688844925,150.5,587233.75688844919
10.348694439513174,0.034267200130838324,58.723375688844925,151,587233.75688844919
10.382961639644012,0.034267200130838324,58.723375688844925,151.5,587233.75688844919
10.41722883977485,0.034267200130838324,58.723375688844925,152,587233.75688844919
10.451496039905688,0.034267200130838324,58.723375688844925,152.5,587233.75688844919
10.485763240036528,0.034267200130838324,58.723375688844925,153,587233.75688844919
10.520030440167366,0.034267200130838324,58.723375688844925,153.5,587233.75688844919
10.554297640298204,0.034267200130838324,58.723375688844925,154,587233.75688844919
10.588564840429042,0.034267200130838324,58.723375688844925,154.5,587233.75688844919
10.62283204055988,0.034267200130838324,58.723375688844925,155,587233.75688844919
10.657099240690719,0.034267200130838324,58.723375688844925,155.5,587233.75688844919
10.691366440821557,0.034267200130838324,58.723375688844925,156,587233.75688844919
10.725633640952395,0.034267200130838324,58.723375688844925,156.5,587233.75688844919
10.759900841083233,0.034267200130838324,58.723375688844925,157,587233.75688844919
10.794168041214071,0.034267200130838324,58.723375688844925,157.5,587233.75688844919
10.828435241344911,0.034267200130838324,58.723375688844925,158,587233.75688844919
10.862702441475749,0.034267200130838324,58.723375688844925,158.5,587233.75688844919
10.896969641606587,0.034267200130838324,58.723375688844925,159,587233.75688844919
10.931236841737425,0.034267200130838324,58.723375688844925,159.5,587233.75688844919
10.965504041868265,0.034267200130838324,58.723375688844925,160,587233.75688844919
10.999771241999103,0.034267200130838324,58.723375688844925,160.5,587233.75688844919
11.03403844212994,0.034267200130838324,58.723375688838964,161,587233.75688838959
11.068305642260778,0.034267200130838324,58.723375688844925,161.5,587233.75688844919
11.102572842391616,0.0085463434410577195,58.723375688861282,162,587233.75688861276
11.111119185832674,0.025720856689780604,-279.99999999905958,162.12470151352352,-2799999.999990596
11.136840042522456,0.034267200130838324,-279.99999999906424,162.5,-2799999.9999906421
11.171107242653294,0.034267200130838324,-279.99999999906424,163,-2799999.9999906421
11.205374442784132,0.034267200130838324,-279.99999999906424,163.5,-2799999.9999906421
11.23964164291497,0.034267200130838324,-279.99999999905828,164,-2799999.9999905825
11.273908843045808,0.034267200130838324,-279.99999999906424,164.5,-2799999.9999906421
11.308176043176648,0.034267200130838324,-279.99999999906424,165,-2799999.9999906421
11.342443243307486,0.034267200130838324,-279.99999999905828,165.5,-2799999.9999905825
11.376710443438323,0.034267200130838324,-279.16804566449525,166,-2791680.4566449523
11.410977643569161,0.034267200130838324,-271.90563293319343,166.5,-2719056.3293319345
11.445244843699999,0.034267200130838324,-263.2747942824364,167,-2632747.9428243637
11.479512043830839,0.034267200130838324,-254.62614522996546,167.5,-2546261.4522996545
11.513779243961677,0.034267200130838324,-245.96007078034282,168,-2459600.7078034282
11.548046444092515,0.034267200130838324,-237.2769559384048,168.5,-2372769.559384048
11.582313644223353,0.034267200130838324,-228.14324108092785,169,-2281432.4108092785
11.616580844354193,0.034267200130838324,-212.39554978235961,169.5,-2123955.497823596
11.650848044485031,0.034267200130838324,-194.39862340986133,170,-1943986.2340986133
11.685115244615869,0.034267200130838324,-176.38092521650793,170.5,-1763809.2521650791
11.719382444746707,0.034267200130838324,-158.34249370298983,171,-1583424.9370298982
11.753649644877544,0.034267200130838324,-140.28336736967563,171.5,-1402833.6736967564
11.787916845008384,0.034267200130838324,-122.20358471701742,172,-1222035.8471701741
11.822184045139222,0.034267200130838324,-104.10318424565793,172.5,-1041031.8424565792
11.85645124527006,0.034267200130838324,-85.982204455804833,173,-859822.04455804825
11.890718445400898,0.034267200130838324,-67.84068384822011,173.5,-678406.8384822011
11.924985645531736,0.034267200130838324,-49.678660923182967,174,-496786.60923182964
11.959252845662576,0.034267200130838324,-31.496174181199077,174.5,-314961.74181199074
11.993520045793414,0.034267200130838324,-13.293262122821808,175,-132932.62122821808
12.027787245924252,0.0078609994376000972,-2.0946792448806253,175.5,-20946.792448806253
12.035648245361852,0.026406200693238225,7.0212610492988752,175.61470151351125,70212.610492988752
12.06205444605509,0.034267200130838324,23.173683941525223,176,231736.83941525221
12.096321646185928,0.034267200130838324,41.437640946489573,176.5,414376.40946489573
12.130588846316767,0.034267200130838324,59.72186926586032,177,597218.69265860319
12.164856046447605,0.034267200130838324,78.026330399483442,177.5,780263.30399483442
12.199123246578443,0.034267200130838324,96.350985846596956,178,963509.85846596956
12.233390446709281,0.034267200130838324,114.69579710685015,178.5,1146957.9710685015
12.267657646840121,0.034267200130838324,133.06072567982673,179,1330607.2567982674
